x,v,a,E,f
0.019034805851536805,0.021426907665181835,-119.14765728445948,1.1979230741804652,455.56372025693094
0.018111652701387693,-0.7058279854910714,-1227690358425.365,1.1708963418773042,339.2706007860069
0.01620729786095537,-0.9521774202636267,-123.17471739241769,1.1437538719158522,219.99260209472274
0.013311935172327857,-1.696388888888889,-1244532450567.9756,1.1165514588531305,81.43286414193096
0.009421200690494598,-2.1708804606258716,-124.59932543790951,1.0893459964976115,-61.2346636191756
0.004536200485296254,-2.442500102720926,-135.809821054297,1.0621953123655141,-199.59405676716725
-0.0013364874398399957,-3.1814876302083333,-1226698812232.389,1.0351579954958112,-334.6049111650971
-0.008184837145705916,-3.424174853103649,-121.34361145370657,1.00829321835111,-434.60492075546176
-0.015991424481158624,-4.1392822265625,-1186158467205.6853,0.9816605533323008,-513.688243178387
-0.024733502270192234,-4.371038894734693,-115.8783340918728,0.9553197846979663,-554.1733100340248
-0.03438310059619072,-5.046388888888889,-1108834897926.071,0.9293307165111362,-582.4424751103074
-0.04490715166013887,-5.262025532236378,-107.81832167911904,0.9037529774346855,-587.2620458844756
-0.05626763863028846,-5.882428850446429,-1016252162396.8705,0.878645823049553,-593.6145308393569
-0.06842176773340154,-6.07706455185947,-97.31785071137178,0.8540679365549526,-587.6421794769974
-0.08132216279662555,-6.628333333333333,-891391479764.7067,0.8300772285605351,-588.1816784966015
-0.09491708127828617,-6.797459241169153,-84.56295392212533,0.8067306368534466,-580.304997544162
-0.10915065080397385,-7.266671316964286,-753380614891.1562,0.7840839268732844,-578.9380828708369
-0.12396312505362672,-7.4062371248272525,-69.78290393149113,0.7621914937862594,-570.8092923499609
-0.13929115783640444,-7.6640163917708986,-128.88963347824793,0.7411061669098766,-565.5048224776948
-0.15506809415800035,-7.989166666666667,-503895283701.44,0.7208790173441535,-561.9668510824698
-0.17122427789243014,-8.078091867617571,-44.46260047766863,0.7015591696154874,-553.8275004420294
-0.18768737353414344,-8.231547820448139,-76.72797641147588,0.6831936180976348,-547.4591541567871
-0.2043826994126978,-8.347662939274388,-58.057559413105125,0.6658270490506113,-540.7432297394229
-0.22123357186966694,-8.425436228904566,-38.8866448170275,0.6495016689932824,-533.6865924519851
-0.23816165889507832,-8.470145089285714,-30668593645.82143,0.6342570401935843,-526.4254129525029
-0.2550873415982971,-8.46284135203125,3.65186862741403,0.6201299239990524,-518.5894212067989
-0.2719300818867779,-8.421370143818734,20.73560410521936,0.6071541326812475,-510.5731154872602
-0.28860879462468286,-8.339356369368174,41.00688722732435,0.5953603905049683,-502.26433297024954
-0.30504257919518757,-8.216892284844565,61.23204225876542,0.5847762046147115,-493.6834881457713
-0.3211507329203036,-8.054076862558905,81.40771114283937,0.575425746380039,-484.84886286969254
-0.3368527679147162,-7.85101749720367,101.5296826775834,0.5673297437273225,-475.7765559204514
-0.35206914231626735,-7.608187200776417,121.41514821363991,0.5605053850029018,-466.4877799688223
-0.36672162969818317,-7.3262436909587185,140.97175490886468,0.5549662348321942,-457.0050434214558
-0.38073368286607157,-7.006026584293434,160.1085533406232,0.5507221624098266,-447.3520431540224
-0.3940307904078031,-6.457777777777777,954642988854.2844,0.5477792826016955,-433.6332688756064
-0.40654082438025363,-6.255016986537071,101.38039562540679,0.5461399101955215,-427.63539514648164
-0.41819437760368333,-5.6015625,1132002442406.4375,0.5458025275742674,-413.000365982522
-0.4289250890199803,-5.365355708415925,118.10339579792466,0.5467611446947438,-407.5473314698067
-0.43866995570435807,-4.615833333333334,1284026336979.889,0.5490059261961939,-392.16601233198423
-0.44736963010782177,-4.34983720194868,132.99806569895657,0.5525238253288098,-387.30955679107444
-0.4549687012485299,-3.7995355701654994,275.15081587793514,0.5572979817588489,-377.2066590673633
-0.46141595858066436,-3.223628666227927,287.95345198314004,0.563307756989796,-367.15411227787297
-0.4666646374088746,-2.6243394139737086,299.6446261121055,0.5705287849668665,-357.1822829059153
-0.47067264475045095,-2.004003670888075,310.1678715582782,0.578933036614181,-347.3219361095317
-0.4734027646823764,-1.0398995535714286,1634366419555.4353,0.588488898034896,-330.90923992258547
-0.47482284234070443,-0.5040319658183008,166.30732881188854,0.5991612621696984,-320.27208466764597
-0.47490594534797675,-0.0415515036382326,231.24023110156097,0.6109116334348091,-294.12237620764824
-0.47363050310943333,0.9802777777777778,1714153377665.7356,0.6236982455435235,-235.02163341243633
-0.47098042185086947,1.3250406293479824,172.38142579369517,0.6374761914093172,-167.35929420337075
-0.4669451760982994,2.364955357142857,1745810749968.1719,0.6521975652384617,-65.45974246909788
-0.4612418102173352,3.091796875,278375467116.2656,0.6685376006883237,56.3401404154737
-0.45470530857503294,3.4229676050898274,173.42406426018468,0.6842649124109877,175.87937562613055
-0.446507957930177,4.098675322632281,337.8538587880681,0.7015015170037414,296.80135949341764
-0.4369399957655487,5.123883928571429,1708466889473.1875,0.7194631717197612,394.482222367895
-0.4260192508728271,5.46037244663299,168.2442590391671,0.7380894912704437,446.5069691394115
-0.413769152619946,6.4527777777777775,1639954037299.6577,0.7573181654429768,491.57478522839966
-0.4002186504585209,6.775251081050291,161.236651644294,0.7770851689354096,513.0088595024247
-0.3854021095691801,7.718470982142857,1559173020943.9778,0.7973249780895469,544.0578325176521
-0.3693591831831611,8.021463193409359,151.49610564080268,0.8179707936513292,560.7648611411943
-0.35213466213812344,8.899444444444445,1437068228713.7688,0.8389547687853092,589.6155688148322
-0.3337783024150385,9.178179862,139.36770878472504,0.860208241418825,605.9831460336851
-0.3143446313999043,9.9765625,1305475880164.1428,0.8816619701012434,633.6119811498085
-0.29389273381004666,10.225948794925415,124.6931474626659,0.903246372415568,649.7623145923976
-0.2724860182078106,10.703357801651572,238.70450337497755,0.9248917650913232,670.9348873868137
-0.2501919651874235,11.357142857142858,1056115964744.25,0.9465286048626468,696.0251243793607
-0.22708185837052333,11.555053409026073,98.9552759465402,0.9680877291461917,711.4302940034264
-0.20323049937394264,12.098055555555556,862569722260.0444,0.9895005956510365,734.3081397272467
-0.17871590808213067,12.257295646516987,79.62004548468435,1.010699519955354,748.9246554353629
-0.1536190094809846,12.680245535714286,662452542784.1697,1.031617910228316,769.2122664273362
-0.12802330851209515,12.79785048508267,58.802474687122725,1.0521904980857306,782.8147520124285
-0.10201455429983874,13.004377105477046,103.26331019201744,1.072353564730294,798.2344703269144
-0.07568039530232655,13.167079499412452,81.35119697175841,1.0920451614300648,812.552556641522
-0.049110026809920285,13.285184245543817,59.05237306275203,1.1112053235426271,825.7110067468187
-0.022393832405244906,13.358097202339161,36.45647839767598,1.1297762771880795,837.6566385625204
0.004376979137267468,13.385405771251717,13.654284456273361,1.147702637821678,848.341384592481
0.031110739891213973,13.366880376974725,-9.262697138496943,1.1649315998908034,857.7225593449533
0.05771569021322466,13.302475161668447,-32.20260765474444,1.1814131168571755,865.7630993200249
0.08410034600168859,13.192327893577255,-55.073634042862544,1.197100070880859,872.4317733569715
0.11017386418816498,13.036759093888055,-77.7843998484778,1.2119484314879714,877.7033613551617
0.13584640496783232,12.836270389190933,-100.24435234354156,1.2259174026368027,881.5587996691279
0.1610294891681705,12.591542100170479,-122.36414451024051,1.2389695575666972,883.9852917110011
0.18563634932952372,12.303430080677963,-144.05600974627384,1.2510709609475048,884.9763826465032
0.20958227297811638,11.972961824292332,-165.23412819276018,1.262191277824938,884.5319973360632
0.2327849366948391,11.601331858939666,-185.81498268559542,1.2723038689558788,882.6584410329002
0.2551647296016707,10.971261160714286,-1098935067340.9822,1.2813858721647506,874.476117965339
0.27664506491744273,10.740167658421395,-115.54675115220543,1.2894182693996108,874.6807097884556
0.2971526783639029,9.998888888888889,-1275608735057.2979,1.2963859392528203,862.9037587087572
0.31661791215655954,9.73261689681347,-133.135996044346,1.3022776947249182,861.2188926235498
0.33497498351301414,9.178535677771784,-277.04060950709413,1.3070863061190763,852.5127346984266
0.3521622365528565,8.593626519922129,-292.4545789248596,1.3108085089659023,842.5445996004692
0.368122376660266,7.980070054102533,-306.77823292509044,1.3134449969777757,831.3623949888431
0.3828026863710973,7.0119444444444445,-1642364758935.1023,1.3150004000629485,811.6337923897626
0.3961552219698355,6.6762677997018836,-167.8383223796469,1.3154832475043317,805.5726206044371
0.4081369900898516,5.641741071428571,-1754910973306.942,1.3149059164651524,783.224916431415
0.4187101036368349,5.286556773489892,-177.59214896928043,1.3132845660371304,775.6228977428548
0.4278419165249475,4.565906444056803,-360.3251647165841,1.3106390571099817,759.2561620705457
0.43550513674360614,3.8316101095203075,-367.1481672865494,1.306992858395004,742.0583731997025
0.4416779175065832,2.7109375,-1887153411434.491,1.3023729389897323,715.6577053473369
0.4463439270488112,2.3330047711132265,-188.96636444332367,1.2968096479298878,705.4779975868735
0.4494923959411593,1.193359375,-6700425112557.895,1.2903365812151646,677.6933368608426
0.45111814090037816,0.43203125,-2679931905938.4014,1.2829904368582048,620.9110539364996
0.4512215659901216,0.05171254487429039,-190.1593525723339,1.2748108585466458,527.4502888331299
0.449808641433124,-1.083888888888889,-1888642602490.7478,1.2658402685470287,382.1228244581732
0.4468908602545082,-1.4588905893806214,-187.50085025521284,1.2561236905428814,221.41914617864035
0.44248517306846896,-2.5714285714285716,-1852633004547.3303,1.2457085631027038,22.48868501010678
0.436613901364956,-3.0689786709593325,-180.9438376403616,1.2346445444556375,-187.61823727467174
0.42930463008767705,-3.6546356388216408,-292.8284839457511,1.2229833099481828,-381.1914464435158
0.4205900793500801,-4.7025,-1727503912862.4355,1.210778341494743,-542.2049682019361
0.41050795690078834,-5.041061224897159,-169.28061245701784,1.1980847118829896,-635.0831163779524
0.39910079137989896,-6.027064732142857,-1625930009621.2278,1.1849588632790227,-697.9137062750716
0.38641574746858953,-6.3425219559708745,-157.72861192187136,1.1714583814499187,-718.9984181211801
0.37250442374400966,-7.253055555555555,-1488157919861.929,1.157641766468424,-740.1918091542506
0.3574226342275756,-7.540894758592937,-143.9196015258649,1.1435682008569559,-742.4186248564405
0.3412301745997669,-8.363560267857142,-1343693453946.3303,1.129297316052,-754.7242680741601
0.3239905741957283,-8.619800202448982,-128.1199673023062,1.1148889581616137,-753.9263459537741
0.30577083485520645,-9.109869669804773,-245.0347336656264,1.1004029539009965,-758.0820005711083
0.28664115784586836,-9.564838505145838,-227.48441768187206,1.0858988776783136,-761.3577862757817
0.2666746600132751,-10.179966517857142,-988769329692.6339,1.0714063210738198,-768.0877845765272
0.24594708045756827,-10.36378977785456,-91.91162999871895,1.0570134696129345,-765.3173667965791
0.22453647895562714,-10.70530075096699,-170.75548655615762,1.042777909141668,-766.0152871701914
0.20252292746577402,-11.00677574547523,-150.737497261634,1.0287560680368948,-765.8727418513907
0.17998819599896376,-11.267365732845954,-130.2949936788963,1.0150029983303774,-764.9035561508255
0.15701543421154196,-11.486380893712166,-109.50758043311788,1.0015721546025298,-763.1243338724994
0.13368885001126685,-11.66329210071895,-88.45560350780123,0.9885152071913132,-760.5544046847327
0.11009338653768092,-11.79773173620223,-67.21981773827449,0.9758818542458637,-757.2157139742042
0.08631439884263674,-11.889493847523397,-45.881055660588366,0.9637196380219759,-753.1326782583151
0.062437331551701815,-11.938533646062575,-24.519899270811468,0.9520737706171339,-748.3320188636695
0.03854739883376688,-11.95329861111111,-41694589274.05334,0.9409869698236912,-743.0226221956966
0.0146870135013888,-11.930192666783737,11.552972164262343,0.9304993057168912,-737.1518236505573
-0.009017331525978658,-11.799307686941964,265716530569.08035,0.9206480585311748,-729.2352911401615
-0.03248283057826285,-11.732749526143389,33.279080399291175,0.911467588379372,-723.004044599322
-0.0556281515865467,-11.572660504718801,80.04451071628387,0.9029892172605216,-715.0760671873015
-0.07837371834096685,-11.25986111111111,565062970012.5867,0.895241123798632,-704.2024161361425
-0.10064199163857031,-11.134136648802956,62.86223115408411,0.8882482510800063,-697.6950468758113
-0.12235773999188113,-10.857874177196654,138.13123581003637,0.8820322278945123,-688.3180372786421
-0.143448298887604,-10.377222222222223,840958284959.2089,0.876611303652477,-674.9366107328603
-0.1638438176768777,-10.197759394637975,89.73141379213357,0.8720002971781633,-668.3861798536198
-0.18347749326840662,-9.816837795765544,190.46079943623673,0.8682105595185288,-657.9106623436062
-0.20228578979525427,-9.404148263424862,206.34476617036376,0.8652499508652771,-647.1486909034994
-0.22020864355182904,-8.961426878734093,221.36069235641878,0.8631228316144123,-636.1402703607084
-0.23718965254475471,-8.490504496037703,235.461191336405,0.8618300675369943,-624.9252909390464
-0.2531762500568477,-7.993298756444936,248.60286980877575,0.8613690489771586,-613.5434054200374
-0.2681198617512092,-7.203404017857143,1349078545734.0403,0.8613221705877507,-596.3048865606562
-0.281976045834806,-6.928092041796082,137.65598803048485,0.8625040975217406,-590.3565168221016
-0.2947046159683859,-6.36428506710718,281.9034873585032,0.8644914872419016,-578.4488558079328
-0.30626974661279127,-5.7825653219157225,290.859872581294,0.8672682690595717,-566.8438828431999
-0.31664006061147437,-5.185156999342121,298.70416128683354,0.8708151867856444,-555.2419750823474
-0.32578869889748885,-4.57431914300571,305.4189281681034,0.8751098973770165,-543.6879316208274
-0.33369337225310763,-3.952336677809828,310.9912325979754,0.880127081509926,-532.2222152826092
-0.3403363951589343,-3.3215114529137106,315.41261244809345,0.8858385655718725,-520.8822543759161
-0.345704701826633,-2.6841533338496273,318.6790595320768,0.8922134545152467,-509.70320699402396
-0.3497898445872762,-2.0425713803209185,320.79097676424726,0.899218274974085,-498.7184016412946
-0.3525879748778036,-1.0771484375,5663218613248.953,0.9068171280052978,-481.06307503164544
-0.3540998071367218,-0.7559161294967864,160.61615400961318,0.9149718507765052,-464.920456588669
-0.3543305659887138,0.203515625,2244024426448.4,0.9236421864958224,-405.92751207658597
-0.35328991715815644,0.5203244153046261,158.40439516020925,0.9327859618296631,-332.02733712484974
-0.3509918826174397,1.4605555555555556,1558937450583.2866,0.9423592710559264,-221.97437388784132
-0.34745474053198033,1.7685710428178374,154.00774363881789,0.9523166661364135,-102.7009638623826
-0.3425169662139972,2.697265625,180061419831.46094,0.9629691180165609,52.33883391386384
-0.3367568255665462,2.9821437237774995,147.4872726739634,0.9731953855984721,197.68206155784256
-0.3296527893096868,3.552018128606763,284.9372024288353,0.9840198796321057,341.5929825259377
-0.3214228227727311,4.390345982142857,1384066312161.3572,0.9950352072167155,460.97627526370184
-0.3121044980422983,4.659162365448657,134.4081916596003,1.0061912094639103,533.4039391961577
-0.3017387616906768,5.4375,1274177544243.0977,1.0174374034276752,588.3704396485003
-0.2903697481742338,5.684506758504881,123.5033792585969,1.028723190079459,614.3914884901826
-0.2780445841659316,6.393415178571429,1160245758688.5447,1.0399980614004578,641.4510840717239
-0.26481318477115295,6.615699697719096,111.14225957937384,1.0512118056966084,654.0948454520828
-0.25072804252530145,7.246944444444445,1022684018129.0667,1.0623147103244504,674.2134389804482
-0.235844010160921,7.4420161825612015,97.53586906324028,1.0732577609588883,684.3474487074112
-0.22021807806040272,7.988699776785714,883297262417.9598,1.0839928366233569,701.9968417074532
-0.20390914740243993,8.154465329387882,82.88277630521553,1.0944728996533257,711.2355684354122
-0.18697779991911534,8.465673741238401,155.60420591746797,1.1046521798588564,723.5720436634904
-0.16948606527413446,8.745867322926406,140.09679085098608,1.1144863521108588,735.1285409544395
-0.15149718696356337,8.994439154839167,124.28591595021246,1.123932706674025,745.8667234178639
-0.1330753877346737,9.210899614903983,108.23023003780314,1.1329503115774506,755.7501639247331
-0.11428563539326908,9.475972222222222,405804610623.74225,1.1415001664142155,766.531265638172
-0.09519340996251152,9.54611271537983,35.07024657880851,1.149545346939357,772.8228723324758
-0.07586447302501413,9.66446846874976,59.177876684971174,1.1570511399328536,779.9559420829702
-0.05636464014513236,9.749916440426901,42.72398584070011,1.163985167792987,786.1221139918504
-0.03675955717161901,9.802541486265842,26.312522918152762,1.1703175024023897,791.3025641093444
-0.017114481243222224,9.822537964688028,9.998239211591502,1.1760207678344203,795.4823039875952
0.0025059327860211845,9.810207014134845,-6.165475276285635,1.1810702315410988,798.6502175023169
0.022037839726602924,9.765953470291945,-22.126771921451954,1.1854438836833836,800.7990779440596
0.04141840461382883,9.690282443609716,-37.83551334110216,1.1891225043501705,801.9255453369475
0.060585995770045926,9.583795578586283,-53.243432514370454,1.192089718437132,802.0301440481359
0.07948037896463706,9.44719159682672,-68.30199087639204,1.1943320380289624,801.1173227053058
0.09804292075106971,9.281270893678983,-82.96035157800402,1.1958388921712497,799.1955915676206
0.11621672715546846,9.086903201744377,-97.1838459624365,1.1966026439826596,796.2768260129342
0.13394679161544465,8.865032230429998,-110.9354856627195,1.1966185951017427,792.3763774936748
0.15118014227474152,8.616675329220811,-124.1784505984306,1.1958849775274276,787.5130620034183
0.16786597897313846,8.342918349614346,-136.87848981005607,1.1944029329592585,781.8919374845472
0.18395579969677014,7.888055555555556,-784901383646.1466,1.1921764797993155,771.6171134915712
0.19940351619403357,7.7238582490167325,-82.09865327350414,1.1892124680325686,767.4500120621826
0.21416555862160908,7.202706473214286,-896270309856.6205,1.185520522246806,755.003583618686
0.22820096903240983,7.017705205401149,-92.50063390657856,1.1811129731150063,749.6613327275259
0.24147148366269597,6.635257315140854,-191.22394513008354,1.1760047776970435,739.5820972783985
0.2539416039481587,6.235060143042161,-200.09858605932104,1.17021342897906,728.7598482026405
0.2655786564044262,5.818526227844991,-208.26695758824908,1.1637588551013567,717.2338083022455
0.2763528423335708,5.387092964840857,-215.7166315128202,1.1566633087822689,705.045668180334
0.28623727641401164,4.7155555555555555,-1134213974292.649,1.1489512474646664,687.2249744775098
0.2952080132557571,4.485368420873209,-115.09356734118572,1.140649204781814,678.8595649305423
0.3032440630891884,4.018024916716099,-233.6717520785809,1.1317856539370597,664.953575501429
0.31032739690371147,3.5416669072619325,-238.17900472710954,1.1223908636590632,650.5689084063001
0.3164429413206999,3.057772208493187,-241.94734938429187,1.1124967474009986,635.7540780833765
0.32157856350631703,2.5678110929365703,-244.98055779052024,1.1021367064902732,620.5581602668304
0.3257250464699182,1.8247767857142858,-1248867759326.865,1.091345467951775,599.5669913713032
0.3288760551182771,1.326171875,-4386302832215.035,1.0801589177631452,583.7448757110886
0.3310280934772248,1.0760191795274736,-125.07634774249802,1.0686139302909692,563.9025982369338
0.33218045350469916,0.3264751552795031,-1746227806718.719,1.0567481946964796,507.36800129506673
0.3323351559504364,0.07735122287247155,-124.56196620972496,1.044600039106057,438.08957553288064
0.3314968837388745,-0.6662946428571429,-1242302562145.2756,1.0322082533218206,340.88755588974743
0.3296729083653925,-0.9119876867864612,-122.84652197078285,1.0196119109003536,238.31913614171313
0.32687300981296713,-1.6419444444444444,-1210943722109.609,1.0068501913655905,114.4157812227257
0.3221645815151261,-2.2236328125,-908819658158.2266,0.9911461548806357,-43.48148129993448
0.3183965838325688,-2.407666961878504,-117.59374040148379,0.9809868096333567,-146.532468078332
0.3127513578404203,-2.8226129960733104,-207.473017097334,0.9679624543982501,-272.80425811271135
0.3061926143894916,-3.2793717256278287,-228.37936478864347,0.9549269939921928,-379.7142966704315
0.2987412846931011,-3.945033482142857,-1102621092672.076,0.9419175316765875,-464.1600224357481
0.29042022147376256,-4.160531609876649,-107.74906387226717,0.9289702570995173,-512.5552036326442
0.2812540883850345,-4.79,-1035494927576.9956,0.9161202912241752,-548.4679503904237
0.271269247224849,-4.992420580341612,-101.21029017585121,0.9034015374105707,-561.2722478953391
0.26049364343120207,-5.580636160714286,-969250357470.433,0.8908465392569626,-574.4314918837277
0.24895669039496032,-5.768476518408422,-93.9201788517498,0.8784863458566168,-575.1679646222384
0.23668915304987592,-6.311111111111111,-887421490798.7955,0.8663503850090755,-581.8996575519233
0.22372303125023837,-6.483060900141942,-85.97489451970142,0.8544663449680763,-580.1318616460876
0.21009144335798283,-6.815793945789521,-166.36652281553276,0.8428600651891557,-581.6832979724261
0.19582851051683722,-7.131466420573587,-157.8362373920506,0.8315554365754936,-582.9136357799341
0.18096924199560263,-7.429634260614815,-149.0839200205642,0.8205743116045436,-583.8775944452983
0.16554942202395914,-7.709909985822594,-140.1378626039048,0.8099364247311069,-584.5949652667982
0.14960549847941876,-7.971961772667579,-131.025893429024,0.7996593233780039,-585.074897947117
0.13317447377229447,-8.3310546875,-580754926290.1786,0.7897583097900543,-587.773963518285
0.11629379826788427,-8.440337752625831,-54.64153256563949,0.7802463939870367,-585.3466016468574
0.09900126650756617,-8.742916666666666,-483640497882.2489,0.7711342579695004,-587.193773570731
0.08133491654372142,-8.83317498192335,-45.12915762834666,0.7624302313280886,-584.7362458589445
0.06333293258302657,-9.00099198034842,-83.90849921254464,0.7541402783010918,-584.1128927744311
0.04503355118825296,-9.149690697842898,-74.34935875094497,0.7462679963199033,-583.2836888878188
0.02647497119948476,-9.279289993919468,-64.79964803504043,0.7388146259968575,-582.2529610538829
0.007695267558695776,-9.389851820395526,-55.28091323803506,0.7317790724823539,-581.0246723377431
-0.011267690863129134,-9.48147921138509,-45.813695497065375,0.7251579380418679,-579.6023769402728
-0.0303763193061611,-9.554314221041823,-36.41750482655949,0.718945565677372,-577.9891821162621
-0.049593390949474916,-9.608535822135876,-27.11080054837784,0.7131340935555937,-576.1877172692753
-0.06888210650843832,-9.644357778998788,-17.910978430559556,0.7077135199474792,-574.2001103243282
-0.08820615954971497,-9.662026521119962,-8.834371061027309,0.7026717783633031,-572.0279717006646
-0.10752979762457206,-9.661819036949046,0.10374208545300984,0.6979948224869266,-569.6723859949137
-0.12681787912596662,-9.64404075117802,8.88914288595623,0.6936667205042706,-567.1339102757665
-0.1460359259397198,-9.609023406395453,17.508672390406705,0.6896697583454698,-564.4125790427927
-0.16515017188650147,-9.557122973867232,25.950216265404105,0.6859845513513401,-561.5079159594588
-0.18412760709494805,-9.449079241071429,199235843099.6518,0.6825901638077226,-557.5907192495883
-0.20293601834216166,-9.404205623603664,22.436808733874937,0.6794642357693852,-555.1442559380806
-0.2215440255289618,-9.304003593401095,50.10101510128992,0.6765831165320368,-551.6819420472226
-0.23992111437797983,-9.188544424510031,57.72958444553847,0.6739220041450285,-548.0297395370172
-0.25803766551643104,-9.0582755692266,65.13442764172257,0.6714550903095162,-544.1850115355314
-0.2758649800899249,-8.913657286743947,72.30914124130267,0.6691557099742247,-540.1448064188376
-0.29337530207020085,-8.755160990574412,79.2481480887177,0.6669964949182854,-535.9059079215085
-0.31054183743429464,-8.583267681620928,85.94665447247664,0.6649495305923051,-531.464889063649
-0.3273387703740998,-8.39846647032123,92.40060565445498,0.6629865154775512,-526.8181694160643
-0.3437412767557483,-8.201253190413585,98.60663994888515,0.6610789222054952,-521.9620752090457
-0.3597255349671172,-7.9921291060828406,104.56204217058435,0.6591981596825166,-516.8929017863028
-0.37526873439492653,-7.771599713518988,110.26469627645406,0.6573157354484092,-511.60697789681717
-0.3903490816689691,-7.540173637022111,115.71303824845134,0.6554034175089647,-506.10073131768996
-0.4049458049074075,-7.298361619216769,120.9060089026304,0.6534333948741883,-500.3707553012872
-0.4190391561146903,-7.046675603992653,125.84300761833128,0.6513784360493999,-494.4138753427338
-0.4326104119360411,-6.652064732142857,671333794210.7812,0.6492120447292454,-485.4492942745574
-0.4456418729243321,-6.515730494470296,68.16711883967824,0.6469086119634684,-481.8082838539503
-0.45811686151892733,-6.23749429698529,139.11809873553744,0.6444435640720333,-475.15496191424603
-0.4700197188610479,-5.951428671356939,143.03281282130527,0.641793505617691,-468.26567953261207
-0.48133580064055986,-5.658040889475198,146.69389093359027,0.6389363567532009,-461.1394020263375
-0.4920514720794685,-5.357835719454897,150.10258501016705,0.6358514843013372,-453.7757072947041
-0.5021541022202569,-5.051315070646018,153.26032441207946,0.6325198259395521,-446.1748416174847
-0.5116320576209982,-4.738977700133338,156.1686852485201,0.6289240069043898,-438.3377721861757
-0.5204746955713053,-4.421318975154064,158.82936248965478,0.6250484486612131,-430.26623601170434
-0.5286723569416089,-4.098830685152218,161.24414500094053,0.6208794690158385,-421.9627848658614
-0.536216358736023,-3.772000897205824,163.4148939731424,0.6164053731948267,-413.43082594900244
-0.5430989864327572,-3.4413138485386434,165.3435243418324,0.6116165354531863,-404.67465800356536
-0.5493134861719766,-3.10724986945549,167.03198953328717,0.6065054708143953,-395.69950261731
-0.5548540568323805,-2.770285330340054,168.48226956611668,0.6010668965986312,-386.5115304998179
-0.5597158420447708,-2.4308926060733924,169.69636212483368,0.5952977834258709,-377.11788253443655
-0.5638949221476939,-2.089540051565718,170.67627726234517,0.5891973954540795,-367.5266854556079
-0.5673883061120997,-1.7466919821162123,171.42403471624536,0.5827673196299842,-357.7470620191188
-0.570193923416988,-1.4028086525141148,171.94166480961974,0.576011483815783,-347.78913558107917
-0.5723106158752388,-1.0583462290723797,172.23121171224358,0.5689361636681656,-337.66402902033207
-0.5737381293701713,-0.6699645449831777,86.39391909850565,0.5615499782318064,-323.82029343902923
-0.574477105494399,-0.36948806213226126,150.23824143294732,0.5538638742554605,-302.46506785946576
-0.5745290729936301,0.14564732142857142,862675923739.4625,0.5458910992344443,-267.05081005360245
-0.5738964390254937,0.31631698406809333,85.33483131973246,0.5376471633464539,-229.7148119707429
-0.5725824801248701,0.6569794503445391,170.33123314671357,0.5291497903859287,-182.04215621848041
-0.5705913328239606,1.1640625,846882053935.2294,0.5204188579218073,-124.63584294728504
-0.567927983851067,1.3316744864469234,83.80599322347095,0.511476326931886,-68.36985351894624
-0.5645982598252163,1.6648620130083625,166.59376328902388,0.502346161203693,-4.720020873816701
-0.5606088163584106,2.0728947352106157,82.68442742116625,0.4930542368110349,65.20229494382585
-0.5559671265166616,2.3208449209902215,123.97509289598284,0.48362824236337654,130.17943173623902
-0.5506814684565305,2.802455357142857,802336013176.5826,0.474097569708016,192.45371867589986
-0.5447609122759745,2.96027809042561,78.91136664530991,0.4644931965628475,236.37417118601064
-0.5382153058910989,3.4272222222222224,772712762004.0577,0.4548475608536009,273.0105778817634
-0.5310552599036871,3.5800229938843686,76.40038583488153,0.4451944276236217,291.66368920949833
-0.5232921313520265,4.030133928571429,746761421492.8392,0.43556874903103715,307.6530027253726
-0.5149380062870286,4.177062532707161,73.46430207152831,0.4260065180874245,312.03942300888485
-0.5060056810771597,4.608333333333333,711422267234.8889,0.4165446167599125,319.0938472073645
-0.4965086423994581,4.74851933908752,70.09300288058719,0.4072206591462114,318.73139563103547
-0.48646104582979355,5.159040178571429,679771588651.7947,0.39807283039424113,323.15702152322086
-0.4758776930087784,5.291676410771347,66.31811610326514,0.38913972211852244,321.73589034791513
-0.4647740073100246,5.551842849098912,130.08321915726867,0.38046016502244906,322.8535736646823
-0.4531660080095359,5.803999650533681,126.07840072366952,0.3720730595076115,323.8694582303282
-0.4410702828998139,6.166852678571429,598084685500.2098,0.36401720500376256,327.2159959800633
-0.4285039593719934,6.283161763908152,58.154542668341975,0.35633112881511253,325.74563873180176
-0.41548467393377597,6.5096427191094435,113.2404776006584,0.34905291523026605,326.64737672330614
-0.4020305402000042,6.727066866886613,108.7120738885967,0.34222003568391146,327.5462467273128
-0.3881601153681607,6.935212415922529,104.07277451796962,0.33586918072792094,328.4572408826111
-0.37389236522149005,7.133875073690932,99.33132888915297,0.3300360945739248,329.39522937449834
-0.35924662770511206,7.322868757822324,94.49684206096411,0.3247554129528857,330.3750283040405
-0.3442425751551297,7.502026275365154,89.5787587758803,0.3200605050310392,331.4113611561374
-0.32890017522726606,7.671199963551108,84.58684408877926,0.3159833200863339,332.5187904065732
-0.31323965065631537,7.8302622854727275,79.53116096078325,0.31255423965391504,333.71164205015214
-0.2972814379075251,7.979106374396018,74.42204446165344,0.30980193579697257,335.00392958896737
-0.28104614486642265,8.117646520552114,69.27007307805563,0.3077532361548936,336.4092794671752
-0.2645545076776073,8.245818594408586,64.08603692824317,0.3064329963758132,337.94085871953746
-0.24782734687599003,8.363580400805839,58.88090319860672,0.30586398051376773,339.6113052944972
